task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
102	32/a52bc8	4089866	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204190004)	COMPLETED	0	2023-11-20 14:13:19.639	1m 45s	1m 42s	1978.7%	19.8 GB	237.1 GB	150.1 MB	4.5 MB
105	d3/b83a09	4089971	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2205060002)	COMPLETED	0	2023-11-20 14:13:19.663	8m 30s	8m 28s	477.8%	23.1 GB	301 GB	150.4 MB	4.5 MB
119	7c/a3a18c	4130152	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2203250001)	COMPLETED	0	2023-11-20 14:15:04.644	9m 3s	9m 2s	601.3%	26.5 GB	304.4 GB	150.4 MB	4.9 MB
122	26/bc600f	143275	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2205020002)	COMPLETED	0	2023-11-20 14:21:50.054	5m 48s	5m 46s	588.2%	21.7 GB	299.6 GB	150.1 MB	4.7 MB
115	1b/4a3342	4128538	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204180001)	COMPLETED	0	2023-11-20 14:14:58.332	20m 40s	20m 38s	648.6%	39.6 GB	317.5 GB	151.1 MB	4.8 MB
114	e6/06fd7a	351545	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204190001)	COMPLETED	0	2023-11-20 14:27:38.535	16m 45s	16m 42s	622.6%	28.1 GB	306 GB	150.1 MB	5 MB
131	00/4c178b	630561	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204150001)	COMPLETED	0	2023-11-20 14:35:37.899	9m 34s	9m 31s	585.4%	28.2 GB	306.1 GB	150.4 MB	4.4 MB
129	9a/f12330	938701	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2210190012)	COMPLETED	0	2023-11-20 14:45:12.347	4m 32s	4m 29s	515.5%	20.5 GB	298.4 GB	149.7 MB	4.2 MB
113	13/4a75a5	4090127	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL1909260005)	COMPLETED	0	2023-11-20 14:13:19.697	45m 43s	45m 39s	667.4%	45.3 GB	323.2 GB	151.2 MB	6.1 MB
110	f1/cf36e8	4090050	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL1909260006)	COMPLETED	0	2023-11-20 14:13:19.682	45m 47s	45m 45s	662.0%	44.5 GB	322.5 GB	151.3 MB	6.2 MB
121	6d/5bcd41	1199503	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2210190007)	COMPLETED	0	2023-11-20 14:59:06.999	5m 2s	5m	516.0%	18.8 GB	275.2 GB	149.7 MB	4.3 MB
116	27/dee12e	1196701	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204300001)	COMPLETED	0	2023-11-20 14:59:02.296	10m 2s	10m	529.9%	21.4 GB	299.3 GB	149.9 MB	5.6 MB
107	42/3a5fa4	4089926	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2205040002)	COMPLETED	0	2023-11-20 14:13:19.654	59m 13s	59m 11s	672.5%	87.7 GB	365.6 GB	153.3 MB	8.3 MB
120	51/b0caf6	4096246	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2205040004)	COMPLETED	0	2023-11-20 14:13:24.302	59m 22s	59m 21s	669.2%	87.4 GB	365.3 GB	153.3 MB	8.3 MB
103	36/2a8aca	4090001	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2205040001)	COMPLETED	0	2023-11-20 14:13:19.670	59m 39s	59m 37s	665.0%	89.4 GB	367.3 GB	153.4 MB	8.3 MB
112	33/d09738	1451611	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204040002)	COMPLETED	0	2023-11-20 15:12:46.543	6m 11s	6m 8s	589.6%	24.4 GB	302.4 GB	150 MB	4.1 MB
111	3d/e28846	4090028	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2205110002)	COMPLETED	0	2023-11-20 14:13:19.676	1h 13m 36s	1h 13m 35s	682.5%	45.1 GB	323 GB	152.2 MB	10.9 MB
124	01/22b235	1384726	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204040001)	COMPLETED	0	2023-11-20 15:09:04.715	18m 23s	18m 21s	637.6%	37.4 GB	315.3 GB	154.8 MB	4.7 MB
130	2c/75eb0e	1300368	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204280003)	COMPLETED	0	2023-11-20 15:04:09.028	27m 28s	27m 25s	717.2%	41.4 GB	319.3 GB	150.7 MB	5.2 MB
118	f5/83f22e	1057888	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL1909260003)	COMPLETED	0	2023-11-20 14:49:44.571	43m 10s	43m 8s	704.3%	44.6 GB	322.5 GB	151.2 MB	6.1 MB
136	a7/f6f93b	1445394	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL1909260004)	COMPLETED	0	2023-11-20 15:12:32.792	24m 45s	24m 42s	874.1%	36.3 GB	314.2 GB	150.8 MB	5.5 MB
123	0d/f2742e	915710	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2205040003)	COMPLETED	0	2023-11-20 14:44:23.283	55m 2s	55m	826.4%	89.6 GB	367.5 GB	153.4 MB	8.3 MB
117	38/c2d1cb	4090088	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2205040005)	COMPLETED	0	2023-11-20 14:13:19.688	1h 32m 5s	1h 32m 2s	936.3%	106.5 GB	384.4 GB	154.5 MB	9.7 MB
132	ed/b20684	232161	OPENCOBRA_JEWELER:JEWELER:MEMOTE_REPORT_SNAPSHOT (MODEL2204280001)	COMPLETED	0	2023-11-20 14:24:07.383	1h 46m 18s	1h 46m 15s	2044.4%	120.2 GB	398.1 GB	154.9 MB	9.5 MB
